/+OULU-NPU/Train_files/1_1_01_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_01_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_01_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_01_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_02_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_02_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_02_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_02_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_03_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_03_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_03_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_03_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_04_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_04_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_04_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_04_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_05_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_05_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_05_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_05_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_06_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_06_3.avi.zip,1,110,151
/+OULU-NPU/Train_files/1_1_06_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_06_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_07_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_07_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_07_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_07_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_08_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_08_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_08_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_08_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_09_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_09_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_09_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_09_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_10_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_10_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_10_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_10_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_11_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_11_3.avi.zip,1,149,151
/+OULU-NPU/Train_files/1_1_11_4.avi.zip,2,148,151
/+OULU-NPU/Train_files/1_1_11_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_12_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_12_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_12_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_12_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_13_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_13_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_13_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_13_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_14_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_14_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_14_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_14_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/3_1_03_2.avi.zip,1,96,96
/+OULU-NPU/Train_files/1_1_15_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/3_1_03_3.avi.zip,1,96,96
/+OULU-NPU/Train_files/1_1_15_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/3_1_03_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/3_1_03_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_15_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_15_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/3_1_04_2.avi.zip,1,121,121
/+OULU-NPU/Train_files/3_1_04_3.avi.zip,1,121,121
/+OULU-NPU/Train_files/3_1_04_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_16_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_16_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/3_1_04_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_16_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/3_1_05_2.avi.zip,1,121,121
/+OULU-NPU/Train_files/1_1_16_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/3_1_05_3.avi.zip,1,121,121
/+OULU-NPU/Train_files/3_1_05_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_17_2.avi.zip,1,151,151
/+OULU-NPU/Train_files/3_1_05_5.avi.zip,2,151,151
/+OULU-NPU/Train_files/1_1_17_3.avi.zip,1,151,151
/+OULU-NPU/Train_files/1_1_17_4.avi.zip,2,151,151
/+OULU-NPU/Train_files/3_1_06_2.avi.zip,1,96,96
